"Uid","Time(UTC)","Symbol","Side","Position Side","Price","Quantity","Amount","Fee","Realized Profit","Buyer","Maker","Trade Id","Order Id"
"26515667","2025-05-13 15:31:24","BTCUSDC","SELL","LONG","103635.90000000","0.00100000","103.63590000","-0.00005695 BNB","0.13590000","false","false","185127404","14785156940"
"26515667","2025-05-13 15:31:24","BTCUSDC","SELL","LONG","103635.90000000","0.21700000","22488.99030000","-0.01235963 BNB","29.49030000","false","false","185127405","14785156940"
"26515667","2025-05-17 08:10:58","LINKUSDC","SELL","SHORT","15.35300000","3.19000000","48.97607000","-0.00002741 BNB","0E-8","false","false","28519689","1603621337"
"26515667","2025-05-17 08:10:59","LINKUSDC","SELL","SHORT","15.35300000","2.29000000","35.15837000","0.00000000 USDC","0E-8","false","true","28519690","1603621337"
"26515667","2025-05-17 08:11:02","LINKUSDC","SELL","SHORT","15.35300000","87.96000000","1350.44988000","0.00000000 USDC","0E-8","false","true","28519692","1603621337"
"26515667","2025-05-17 08:11:02","LINKUSDC","SELL","SHORT","15.35300000","14.06000000","215.86318000","0.00000000 USDC","0E-8","false","true","28519693","1603621337"
"26515667","2025-05-17 08:13:31","XRPUSDC","SELL","SHORT","2.37380000","1470.20000000","3489.96076000","0.00000000 USDC","0E-8","false","true","74367767","2805129074"
"26515667","2025-05-17 08:13:31","XRPUSDC","SELL","SHORT","2.37380000","231.80000000","550.24684000","0.00000000 USDC","0E-8","false","true","74367766","2805129074"
"26515667","2025-05-17 09:29:38","LTCUSDT","SELL","SHORT","99.81000000","21.77500000","2173.36275000","-0.00152682 BNB","0E-8","false","false","1159933251","36501159462"
"26515667","2025-05-17 09:30:48","ADAUSDT","SELL","SHORT","0.76610000","5509.00000000","4220.44490000","-0.00118569 BNB","0E-8","false","true","1551411506","54082708131"
"26515667","2025-05-17 09:32:13","AAVEUSDT","SELL","SHORT","225.28000000","2.70000000","608.25600000","-0.00017082 BNB","0E-8","false","true","653578202","19142986081"
"26515667","2025-05-17 09:32:13","AAVEUSDT","SELL","SHORT","225.28000000","2.70000000","608.25600000","-0.00017082 BNB","0E-8","false","true","653578203","19142986081"
"26515667","2025-05-17 09:33:08","EOSUSDT","SELL","SHORT","0.78600000","2945.40000000","2315.08440000","-0.00064999 BNB","0E-8","false","true","681306484","43038992669"
"26515667","2025-05-17 09:33:19","ETCUSDT","SELL","SHORT","18.23900000","21.57000000","393.41523000","-0.00027607 BNB","0E-8","false","false","1064231679","25948504455"
"26515667","2025-05-17 09:33:19","ETCUSDT","SELL","SHORT","18.23900000","16.86000000","307.50954000","-0.00021579 BNB","0E-8","false","false","1064231677","25948504455"
"26515667","2025-05-17 09:33:19","ETCUSDT","SELL","SHORT","18.23900000","22.01000000","401.44039000","-0.00028170 BNB","0E-8","false","false","1064231678","25948504455"
"26515667","2025-05-17 09:33:19","ETCUSDT","SELL","SHORT","18.23900000","11.12000000","202.81768000","-0.00014232 BNB","0E-8","false","false","1064231676","25948504455"
"26515667","2025-05-17 09:33:19","ETCUSDT","SELL","SHORT","18.23900000","16.68000000","304.22652000","-0.00021348 BNB","0E-8","false","false","1064231675","25948504455"
"26515667","2025-05-17 09:33:19","ETCUSDT","SELL","SHORT","18.23900000","44.56000000","812.72984000","-0.00057032 BNB","0E-8","false","false","1064231680","25948504455"
"26515667","2025-05-17 09:36:28","BCHUSDT","SELL","SHORT","394.37000000","0.32200000","126.98714000","-0.00008905 BNB","0E-8","false","false","1005953224","33384157761"
"26515667","2025-05-17 09:36:28","BCHUSDT","SELL","SHORT","394.37000000","0.03500000","13.80295000","-0.00000967 BNB","0E-8","false","false","1005953228","33384157761"
