timestamp,percentage,depth,notional,weighted_avg_price
2025-10-10 00:14:01,-4,7692.555,916952543.4744,119199.998371724
2025-10-10 00:14:01,-3,6723.524,803263688.9191,119470.636071069
2025-10-10 00:14:01,-2,4063.086,488155898.9013,120144.121709779
2025-10-10 00:14:01,-1,1681.38,203576904.8565,121077.272750062
2025-10-10 00:14:01,1,2294.473,280124585.646,122086.67770159
2025-10-10 00:14:01,2,3900.426,478055257.1051,122564.883196118
2025-10-10 00:14:01,3,4616.965,567307895.7856,122874.636430122
2025-10-10 00:14:01,4,5616.332,693222782.0248,123429.80828498
2025-10-10 00:14:01,5,6535.629,809812890.5678,123907.41435412
2025-10-10 00:14:32,-5,8471.203,1007558522.5929,118939.248958253
2025-10-10 00:14:32,-4,7721.93,920511949.8434,119207.497328181
2025-10-10 00:14:32,-3,6764.376,808176983.4276,119475.467275562
2025-10-10 00:14:32,-2,4090.998,491543715.0279,120152.519025407
2025-10-10 00:14:32,-1,1713.663,207488282.1791,121078.813150018
2025-10-10 00:14:32,1,2281.134,278500075.8827,122088.433157675
2025-10-10 00:14:32,2,3888.786,476637458.0864,122567.160570523
2025-10-10 00:14:32,3,4603.165,565622306.3303,122876.826342375
2025-10-10 00:14:32,4,5602.433,691524617.8457,123432.911709199
2025-10-10 00:14:32,5,6519.891,807879810.2532,123910.017859685
2025-10-10 00:15:00,-5,8465.021,1006820956.7588,118938.979213259
2025-10-10 00:15:00,-4,7715.602,919757003.6388,119207.419413132
2025-10-10 00:15:00,-3,6745.335,805922735.3488,119478.533734618
2025-10-10 00:15:00,-2,4084.385,490754034.5556,120153.715811707
2025-10-10 00:15:00,-1,1707.549,206757531.5015,121084.391429763
2025-10-10 00:15:00,1,2280.76,278466211.3455,122093.605353259
2025-10-10 00:15:00,2,3886.319,476346633.2055,122570.132098137
2025-10-10 00:15:00,3,4599.852,565226676.9951,122879.318072647
2025-10-10 00:15:00,4,5599.222,691141941.8877,123435.352605719
2025-10-10 00:15:00,5,6518.555,807736601.2559,123913.444199811
2025-10-10 00:15:32,-5,8466.909,1007099681.0354,118945.37676446
2025-10-10 00:15:32,-4,7710.149,919177070.0548,119216.511905905
2025-10-10 00:15:32,-3,6742.329,805620390.2989,119486.959224164
2025-10-10 00:15:32,-2,4076.174,489823472.5089,120167.459119483
2025-10-10 00:15:32,-1,1686.529,204272718.6784,121120.193414047
2025-10-10 00:15:32,1,2531.383,309322537.9434,122195.075949945
2025-10-10 00:15:32,2,3853.018,472353219.2224,122593.047637566
2025-10-10 00:15:32,3,4565.434,561103531.816,122902.561249599
2025-10-10 00:15:32,4,5558.513,686232253.6906,123456.085051991
2025-10-10 00:15:32,5,6477.578,802793695.7949,123934.238351881
2025-10-10 00:16:01,-5,8224.559,977785972.3694,118886.127799606
2025-10-10 00:16:01,-4,7468.899,889991156.6334,119159.61865777
2025-10-10 00:16:01,-3,6499.381,776232734.8825,119431.794332799
2025-10-10 00:16:01,-2,3833.746,460493088.4184,120115.701044983
2025-10-10 00:16:01,-1,1439.312,174361119.2285,121141.989525899
2025-10-10 00:16:01,1,2357.333,288020377.2987,122180.607194105
2025-10-10 00:16:01,2,3799.377,465901787.0511,122625.837617878
2025-10-10 00:16:01,3,4459.375,548152109.9616,122921.286046049
2025-10-10 00:16:01,4,5465.087,674877845.5731,123488.948222252
2025-10-10 00:16:01,5,6377.314,790581551.4914,123967.794512141
2025-10-10 00:16:33,-5,8481.713,1008926852.3194,118953.194044576
2025-10-10 00:16:33,-4,7723.842,920874076.4696,119224.872345861
2025-10-10 00:16:33,-3,6753.287,806993168.2332,119496.353143765
2025-10-10 00:16:33,-2,4087.553,491241371.0779,120179.81689238
2025-10-10 00:16:33,-1,1695.293,205369404.9883,121140.950259513
2025-10-10 00:16:33,1,2480.979,303154019.5323,122191.288008605
2025-10-10 00:16:33,2,3913.736,479895463.6179,122618.251107867
2025-10-10 00:16:33,3,4574.694,562265153.9842,122907.707921929
2025-10-10 00:16:33,4,5580.631,689019627.7695,123466.258164982
2025-10-10 00:16:33,5,6491.774,804585880.1723,123939.293045676
2025-10-10 00:17:03,-5,8410.137,1000390916.1537,118950.608789571
2025-10-10 00:17:03,-4,7672.614,914685790.4811,119214.362990384
2025-10-10 00:17:03,-3,6705.27,801178545.2948,119484.904454973
2025-10-10 00:17:03,-2,4037.266,485153376.4615,120168.791568725
2025-10-10 00:17:03,-1,1649.279,199786989.7321,121135.956822405
2025-10-10 00:17:03,1,2473.438,302247074.1435,122197.14993604
2025-10-10 00:17:03,2,3904.917,478836471.8411,122623.981979924
2025-10-10 00:17:03,3,4564.079,560983408.0475,122912.729610399
2025-10-10 00:17:03,4,5573.217,688142691.6856,123473.15593231
2025-10-10 00:17:03,5,6481.921,803401581.9846,123944.98204847
2025-10-10 00:17:31,-5,8422.471,1001889791.9678,118954.377161738
2025-10-10 00:17:31,-4,7675.2,915046727.4385,119221.222565992
2025-10-10 00:17:31,-3,6712.798,802112563.5561,119490.049239691
2025-10-10 00:17:31,-2,4044.235,486018112.9127,120175.537008285
2025-10-10 00:17:31,-1,1660.75,201187479.1726,121142.543533103
2025-10-10 00:17:31,1,2509.347,306656066.7952,122205.524702323
2025-10-10 00:17:31,2,3925.634,481387238.3706,122626.622443814
2025-10-10 00:17:31,3,4581.984,563183632.5786,122912.614399919
2025-10-10 00:17:31,4,5591.851,690435625.7797,123471.749476104
2025-10-10 00:17:31,5,6499.759,805594294.7313,123942.17919946
2025-10-10 00:18:02,-5,8361.968,994581633.9726,118941.095442197
2025-10-10 00:18:02,-4,7617.132,908021986.5596,119207.857571537
2025-10-10 00:18:02,-3,6654.52,795063321.7291,119477.185691695
2025-10-10 00:18:02,-2,3987.497,479151367.0972,120163.442655179
2025-10-10 00:18:02,-1,1618.977,196117584.3407,121136.732850868
2025-10-10 00:18:02,1,2470.029,301834403.1951,122198.728514969
2025-10-10 00:18:02,2,3822.999,468791697.8463,122624.070225051
2025-10-10 00:18:02,3,4482.848,551023343.8045,122918.141280833
2025-10-10 00:18:02,4,5493.149,678329779.239,123486.506417175
2025-10-10 00:18:02,5,6401.207,793507597.6052,123962.183632743
2025-10-10 00:18:33,-5,8513.821,1013052706.6726,118989.194942271
2025-10-10 00:18:33,-4,7742.649,923418047.8441,119263.839526253
2025-10-10 00:18:33,-3,6798.859,812648907.6417,119527.248269408
2025-10-10 00:18:33,-2,4126.083,496045087.095,120221.790762571
2025-10-10 00:18:33,-1,1735.941,210394339.4616,121199.015094177
2025-10-10 00:18:33,1,2510.47,306863355.4121,122233.428566006
2025-10-10 00:18:33,2,3904,478810220.8687,122646.060673335
2025-10-10 00:18:33,3,4563.278,560975479.8765,122932.567307208
2025-10-10 00:18:33,4,5592.079,690625860.6267,123500.733917868
2025-10-10 00:18:33,5,6479.161,803152631.1856,123959.35695773
2025-10-10 00:19:04,-5,8462.76,1006866321.9767,118976.116772389
2025-10-10 00:19:04,-4,7693.693,917477208.9922,119250.561335395
2025-10-10 00:19:04,-3,6751.444,806889539.5411,119513.623980455
2025-10-10 00:19:04,-2,4078.74,490293702.1939,120207.147843182
2025-10-10 00:19:04,-1,1690.041,204811049.8913,121187.030309501
2025-10-10 00:19:04,1,2518.916,307882951.5222,122228.35200626
2025-10-10 00:19:04,2,3910.924,479645437.0834,122642.484764061
2025-10-10 00:19:04,3,4570.872,561894281.5911,122929.340745289
2025-10-10 00:19:04,4,5599.356,691504973.5999,123497.233181798
2025-10-10 00:19:04,5,6486.433,804031140.7938,123955.822991435
2025-10-10 00:19:31,-5,8419.323,1001570793.7709,118960.965599122
2025-10-10 00:19:31,-4,7672.21,914745384.4114,119228.408035155
2025-10-10 00:19:31,-3,6708.89,801702480.7744,119498.528187882
2025-10-10 00:19:31,-2,4037.053,485215492.6183,120190.518335603
2025-10-10 00:19:31,-1,1675.748,203036796.3923,121161.890924113
2025-10-10 00:19:31,1,2505.584,306226960.9611,122217.798709243
2025-10-10 00:19:31,2,3920.525,480802516.4227,122637.278533538
2025-10-10 00:19:31,3,4579.995,562986500.6749,122922.950936606
2025-10-10 00:19:31,4,5610.574,692856584.5117,123491.2122203
2025-10-10 00:19:31,5,6499.046,805557806.2175,123950.162257276
2025-10-10 00:20:06,-5,8476.248,1008508185.9689,118980.49537589
2025-10-10 00:20:06,-4,7707.364,919140835.6031,119254.888649751
